id,details
SECTION_115_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-03 15:29:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) TARGET LINE: +1-202-555-0143 (Marcus Thorne) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-09-03 15:29:00 EST] Marcus Thorne: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-09-03 15:29:00 EST] Tariq Mansoor: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $336,000 sent to First National Bank Acc #8839-10294-US.'   [2025-09-03 15:29:00 EST] Marcus Thorne: 'Make sure Ghost handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_116_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-03 19:23:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Marcus Thorne (Enforcer) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-09-03 19:23:00 EST] Tariq Mansoor: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-09-03 19:23:00 EST] Marcus Thorne: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $422,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-09-03 19:23:00 EST] Tariq Mansoor: 'Make sure Enforcer handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_117_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-03 20:42:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Tariq Mansoor / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $234,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_118_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-04 04:19:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Marcus Thorne (+1-202-555-0143) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 15 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_119_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-04 10:55:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 206 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_120_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-04 14:07:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Tariq Mansoor / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $279,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
SECTION_121_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-05 01:07:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Marcus Thorne / Pacific Import Export Co. (San Diego, CA)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $59,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_122_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-05 05:10:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Sarah Lin (Accountant) TRANSACTION RECORD:   Originator: Elena Rostova / Pacific Import Export Co. (San Diego, CA)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $31,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0188 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
SECTION_123_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-05 10:34:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Tariq Mansoor (Ghost) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-09-05 10:34:00 EST] Elena Rostova: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-09-05 10:34:00 EST] Tariq Mansoor: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $362,000 sent to First National Bank Acc #8839-10294-US.'   [2025-09-05 10:34:00 EST] Elena Rostova: 'Make sure Ghost handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_124_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-05 11:45:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 228 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_125_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-05 14:17:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 56 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_126_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-06 02:13:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Victor Vance (+1-312-555-0199) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 395 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_127_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-06 09:24:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Victor Vance (The Tailor) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-312-555-0199 (Victor Vance) TRANSCRIPT:   [2025-09-06 09:24:00 EST] Elena Rostova: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-09-06 09:24:00 EST] Victor Vance: 'It is pending at 304 Pier Road, Gary, IN (Lakeside Bistro). We need $299,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-09-06 09:24:00 EST] Elena Rostova: 'Make sure The Tailor handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_128_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-06 22:14:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Sarah Lin (Accountant) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Sarah Lin (+1-619-555-0122)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 127 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_129_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-07 05:10:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Tariq Mansoor (Ghost) NARRATIVE: On 2025-09-07 05:10:00 EST, surveillance team observed Victor Vance operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Tariq Mansoor. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Tariq Mansoor was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_130_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-07 08:10:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Victor Vance (The Tailor) NARRATIVE: On 2025-09-07 08:10:00 EST, surveillance team observed Marcus Thorne operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Victor Vance. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Victor Vance was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_131_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-07 09:35:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Marcus Thorne (+1-202-555-0143) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 441 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_132_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-07 13:51:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) NARRATIVE: On 2025-09-07 13:51:00 EST, surveillance team observed Victor Vance operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_133_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-07 21:18:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-09-07 21:18:00 EST] Carlos Mendez: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-09-07 21:18:00 EST] Marcus Thorne: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $392,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-09-07 21:18:00 EST] Carlos Mendez: 'Make sure Enforcer handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_134_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-08 06:11:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Marcus Thorne / Horizon Global Transfer (Account HGT-9011)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $323,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_135_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-08 15:59:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Sarah Lin (Accountant) NARRATIVE: On 2025-09-08 15:59:00 EST, surveillance team observed Elena Rostova operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Sarah Lin. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Sarah Lin was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_136_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-08 18:20:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Marcus Thorne (Enforcer) NARRATIVE: On 2025-09-08 18:20:00 EST, surveillance team observed Elena Rostova operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_137_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-09 06:12:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) TRANSACTION RECORD:   Originator: Marcus Thorne / Pacific Import Export Co. (San Diego, CA)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $249,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_138_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-09 11:43:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Elena Rostova (The Tsaritsa) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-09-09 11:43:00 EST] Carlos Mendez: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-09-09 11:43:00 EST] Elena Rostova: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $63,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-09-09 11:43:00 EST] Carlos Mendez: 'Make sure The Tsaritsa handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_139_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-09 23:56:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) NARRATIVE: On 2025-09-09 23:56:00 EST, surveillance team observed Marcus Thorne operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_140_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-10 11:27:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Carlos Mendez (El Toro) NARRATIVE: On 2025-09-10 11:27:00 EST, surveillance team observed Elena Rostova operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 412 Oak Street, Paterson, NJ (Safehouse Alpha) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_141_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-10 14:08:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Sarah Lin (Accountant) CELLULAR INTERCEPT DATA:   Device A: Carlos Mendez (+1-619-555-0199) | Device B: Sarah Lin (+1-619-555-0122)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 204 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
